review_id,order_id,customer_id,restaurant_id,review_rating,review_text,sentiment,review_length,review_text_lower,review_text_no_punctuation,tokens,tokens_no_stopwords,lemmatized_tokens,clean_text
REV_002503,ORD_003921,CUST_00376,REST_0152,4,Great food and service.,Positive,23,great food and service.,great food and service,"['great', 'food', 'and', 'service']","['great', 'food', 'service']","['great', 'food', 'service']",great food service
REV_002504,ORD_009705,CUST_00986,REST_0146,4,The meal was excellent. The food was fresh and tasty. The delivery was faster than expected.,Positive,92,the meal was excellent. the food was fresh and tasty. the delivery was faster than expected.,the meal was excellent the food was fresh and tasty the delivery was faster than expected,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['meal', 'excellent', 'food', 'fresh', 'tasty', 'delivery', 'faster', 'expected']","['meal', 'excellent', 'food', 'fresh', 'tasty', 'delivery', 'faster', 'expected']",meal excellent food fresh tasty delivery faster expected
REV_002505,ORD_008805,CUST_00425,REST_0135,5,Loved the overall experience.,Positive,29,loved the overall experience.,loved the overall experience,"['loved', 'the', 'overall', 'experience']","['loved', 'overall', 'experience']","['loved', 'overall', 'experience']",loved overall experience
REV_002506,ORD_000917,CUST_00499,REST_0102,4,Really enjoyed the meal. The food arrived hot and fresh. The delivery was faster than expected.,Positive,95,really enjoyed the meal. the food arrived hot and fresh. the delivery was faster than expected.,really enjoyed the meal the food arrived hot and fresh the delivery was faster than expected,"['really', 'enjoyed', 'the', 'meal', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['really', 'enjoyed', 'meal', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'faster', 'expected']","['really', 'enjoyed', 'meal', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'faster', 'expected']",really enjoyed meal food arrived hot fresh delivery faster expected
REV_002507,ORD_008564,CUST_01380,REST_0156,4,The portion size was good. The driver delivered the order quickly.,Positive,66,the portion size was good. the driver delivered the order quickly.,the portion size was good the driver delivered the order quickly,"['the', 'portion', 'size', 'was', 'good', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['portion', 'size', 'good', 'driver', 'delivered', 'order', 'quickly']","['portion', 'size', 'good', 'driver', 'delivered', 'order', 'quickly']",portion size good driver delivered order quickly
REV_002508,ORD_008304,CUST_00999,REST_0058,4,Loved the overall experience. The meal was flavorful and satisfying. Everything arrived in good condition.,Positive,106,loved the overall experience. the meal was flavorful and satisfying. everything arrived in good condition.,loved the overall experience the meal was flavorful and satisfying everything arrived in good condition,"['loved', 'the', 'overall', 'experience', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'everything', 'arrived', 'in', 'good', 'condition']","['loved', 'overall', 'experience', 'meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']","['loved', 'overall', 'experience', 'meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']",loved overall experience meal flavorful satisfying everything arrived good condition
REV_002509,ORD_003545,CUST_00452,REST_0095,4,Great food and service. The food quality was excellent. The delivery was smooth.,Positive,80,great food and service. the food quality was excellent. the delivery was smooth.,great food and service the food quality was excellent the delivery was smooth,"['great', 'food', 'and', 'service', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'delivery', 'was', 'smooth']","['great', 'food', 'service', 'food', 'quality', 'excellent', 'delivery', 'smooth']","['great', 'food', 'service', 'food', 'quality', 'excellent', 'delivery', 'smooth']",great food service food quality excellent delivery smooth
REV_002510,ORD_009724,CUST_00238,REST_0133,4,Everything tasted fresh. The delivery was faster than expected.,Positive,63,everything tasted fresh. the delivery was faster than expected.,everything tasted fresh the delivery was faster than expected,"['everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']","['everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']",everything tasted fresh delivery faster expected
REV_002511,ORD_000819,CUST_01376,REST_0042,4,Everything tasted fresh. The delivery was smooth.,Positive,49,everything tasted fresh. the delivery was smooth.,everything tasted fresh the delivery was smooth,"['everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'smooth']","['everything', 'tasted', 'fresh', 'delivery', 'smooth']","['everything', 'tasted', 'fresh', 'delivery', 'smooth']",everything tasted fresh delivery smooth
REV_002512,ORD_003208,CUST_00952,REST_0042,4,Really enjoyed the meal.,Positive,24,really enjoyed the meal.,really enjoyed the meal,"['really', 'enjoyed', 'the', 'meal']","['really', 'enjoyed', 'meal']","['really', 'enjoyed', 'meal']",really enjoyed meal
REV_002513,ORD_005905,CUST_00372,REST_0118,3,Nothing particularly stood out. The food was neither great nor bad. The delivery experience was average.,Neutral,104,nothing particularly stood out. the food was neither great nor bad. the delivery experience was average.,nothing particularly stood out the food was neither great nor bad the delivery experience was average,"['nothing', 'particularly', 'stood', 'out', 'the', 'food', 'was', 'neither', 'great', 'nor', 'bad', 'the', 'delivery', 'experience', 'was', 'average']","['nothing', 'particularly', 'stood', 'food', 'neither', 'great', 'bad', 'delivery', 'experience', 'average']","['nothing', 'particularly', 'stood', 'food', 'neither', 'great', 'bad', 'delivery', 'experience', 'average']",nothing particularly stood food neither great bad delivery experience average
REV_002514,ORD_003295,CUST_01227,REST_0145,5,Great food and service. Everything tasted great. The delivery was smooth.,Positive,73,great food and service. everything tasted great. the delivery was smooth.,great food and service everything tasted great the delivery was smooth,"['great', 'food', 'and', 'service', 'everything', 'tasted', 'great', 'the', 'delivery', 'was', 'smooth']","['great', 'food', 'service', 'everything', 'tasted', 'great', 'delivery', 'smooth']","['great', 'food', 'service', 'everything', 'tasted', 'great', 'delivery', 'smooth']",great food service everything tasted great delivery smooth
REV_002515,ORD_008626,CUST_01409,REST_0130,4,Everything tasted fresh. The order arrived without any issues.,Positive,62,everything tasted fresh. the order arrived without any issues.,everything tasted fresh the order arrived without any issues,"['everything', 'tasted', 'fresh', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['everything', 'tasted', 'fresh', 'order', 'arrived', 'without', 'issues']","['everything', 'tasted', 'fresh', 'order', 'arrived', 'without', 'issue']",everything tasted fresh order arrived without issue
REV_002516,ORD_007682,CUST_00995,REST_0115,3,The experience was acceptable.,Neutral,30,the experience was acceptable.,the experience was acceptable,"['the', 'experience', 'was', 'acceptable']","['experience', 'acceptable']","['experience', 'acceptable']",experience acceptable
REV_002517,ORD_009909,CUST_01300,REST_0145,3,The experience was average. The taste was decent. The delivery experience was average.,Neutral,86,the experience was average. the taste was decent. the delivery experience was average.,the experience was average the taste was decent the delivery experience was average,"['the', 'experience', 'was', 'average', 'the', 'taste', 'was', 'decent', 'the', 'delivery', 'experience', 'was', 'average']","['experience', 'average', 'taste', 'decent', 'delivery', 'experience', 'average']","['experience', 'average', 'taste', 'decent', 'delivery', 'experience', 'average']",experience average taste decent delivery experience average
REV_002518,ORD_002238,CUST_00775,REST_0062,4,Really good experience.,Positive,23,really good experience.,really good experience,"['really', 'good', 'experience']","['really', 'good', 'experience']","['really', 'good', 'experience']",really good experience
REV_002519,ORD_000596,CUST_00604,REST_0181,4,Very satisfied with the order. Everything tasted fresh. The delivery was faster than expected.,Positive,94,very satisfied with the order. everything tasted fresh. the delivery was faster than expected.,very satisfied with the order everything tasted fresh the delivery was faster than expected,"['very', 'satisfied', 'with', 'the', 'order', 'everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['satisfied', 'order', 'everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']","['satisfied', 'order', 'everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']",satisfied order everything tasted fresh delivery faster expected
REV_002520,ORD_003400,CUST_00159,REST_0127,3,The food was acceptable. The delivery experience was average.,Neutral,61,the food was acceptable. the delivery experience was average.,the food was acceptable the delivery experience was average,"['the', 'food', 'was', 'acceptable', 'the', 'delivery', 'experience', 'was', 'average']","['food', 'acceptable', 'delivery', 'experience', 'average']","['food', 'acceptable', 'delivery', 'experience', 'average']",food acceptable delivery experience average
REV_002521,ORD_008653,CUST_01098,REST_0101,4,Very happy with the order. The food quality was excellent. Delivery was quick.,Positive,78,very happy with the order. the food quality was excellent. delivery was quick.,very happy with the order the food quality was excellent delivery was quick,"['very', 'happy', 'with', 'the', 'order', 'the', 'food', 'quality', 'was', 'excellent', 'delivery', 'was', 'quick']","['happy', 'order', 'food', 'quality', 'excellent', 'delivery', 'quick']","['happy', 'order', 'food', 'quality', 'excellent', 'delivery', 'quick']",happy order food quality excellent delivery quick
REV_002522,ORD_009198,CUST_00996,REST_0120,5,Very happy with the order. The portion size was good. The order arrived on time.,Positive,80,very happy with the order. the portion size was good. the order arrived on time.,very happy with the order the portion size was good the order arrived on time,"['very', 'happy', 'with', 'the', 'order', 'the', 'portion', 'size', 'was', 'good', 'the', 'order', 'arrived', 'on', 'time']","['happy', 'order', 'portion', 'size', 'good', 'order', 'arrived', 'time']","['happy', 'order', 'portion', 'size', 'good', 'order', 'arrived', 'time']",happy order portion size good order arrived time
REV_002523,ORD_005524,CUST_00056,REST_0007,4,Really good experience. The food was fresh and tasty. The order arrived on time.,Positive,80,really good experience. the food was fresh and tasty. the order arrived on time.,really good experience the food was fresh and tasty the order arrived on time,"['really', 'good', 'experience', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'order', 'arrived', 'on', 'time']","['really', 'good', 'experience', 'food', 'fresh', 'tasty', 'order', 'arrived', 'time']","['really', 'good', 'experience', 'food', 'fresh', 'tasty', 'order', 'arrived', 'time']",really good experience food fresh tasty order arrived time
REV_002524,ORD_007786,CUST_01335,REST_0117,4,The meal was excellent. The food arrived hot and fresh. The delivery was smooth.,Positive,80,the meal was excellent. the food arrived hot and fresh. the delivery was smooth.,the meal was excellent the food arrived hot and fresh the delivery was smooth,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'delivery', 'was', 'smooth']","['meal', 'excellent', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'smooth']","['meal', 'excellent', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'smooth']",meal excellent food arrived hot fresh delivery smooth
